nome,departamento,pagina_publica,Centro,lattes
ADNA CRISTINA BARBOSA DE SOUSA,CBIOTEC - DEPARTAMENTO DE BIOLOGIA CELULAR E MOLECULAR,https://sigaa.ufpb.br/sigaa/public/docente/portal.jsf?siape=2016620,CBIOTEC,http://lattes.cnpq.br/7683967653033181
AMALIA GEIZA GAMA PESSOA,CBIOTEC - DEPARTAMENTO DE BIOLOGIA CELULAR E MOLECULAR,https://sigaa.ufpb.br/sigaa/public/docente/portal.jsf?siape=1297184,CBIOTEC,http://lattes.cnpq.br/7413783656311087
FABIOLA DA CRUZ NUNES,CBIOTEC - DEPARTAMENTO DE BIOLOGIA CELULAR E MOLECULAR,https://sigaa.ufpb.br/sigaa/public/docente/portal.jsf?siape=1717729,CBIOTEC,
IAN PORTO GURGEL DO AMARAL,CBIOTEC - DEPARTAMENTO DE BIOLOGIA CELULAR E MOLECULAR,https://sigaa.ufpb.br/sigaa/public/docente/portal.jsf?siape=2016711,CBIOTEC,http://lattes.cnpq.br/8632644924297413
JULIANA FRANCO ALMEIDA,CBIOTEC - DEPARTAMENTO DE BIOLOGIA CELULAR E MOLECULAR,https://sigaa.ufpb.br/sigaa/public/docente/portal.jsf?siape=1110112,CBIOTEC,
KRISTERSON REINALDO DE LUNA FREIRE,CBIOTEC - DEPARTAMENTO DE BIOLOGIA CELULAR E MOLECULAR,https://sigaa.ufpb.br/sigaa/public/docente/portal.jsf?siape=1961965,CBIOTEC,
LUCIANO COUTINHO SILVA,CBIOTEC - DEPARTAMENTO DE BIOLOGIA CELULAR E MOLECULAR,https://sigaa.ufpb.br/sigaa/public/docente/portal.jsf?siape=2147943,CBIOTEC,
MARIA DO SOCORRO DE FRANCA FALCAO,CBIOTEC - DEPARTAMENTO DE BIOLOGIA CELULAR E MOLECULAR,https://sigaa.ufpb.br/sigaa/public/docente/portal.jsf?siape=1971886,CBIOTEC,http://lattes.cnpq.br/5166645924133924
RAFAEL DE ALMEIDA TRAVASSOS,CBIOTEC - DEPARTAMENTO DE BIOLOGIA CELULAR E MOLECULAR,https://sigaa.ufpb.br/sigaa/public/docente/portal.jsf?siape=1956521,CBIOTEC,
SANDRA RODRIGUES MASCARENHAS,CBIOTEC - DEPARTAMENTO DE BIOLOGIA CELULAR E MOLECULAR,https://sigaa.ufpb.br/sigaa/public/docente/portal.jsf?siape=1340309,CBIOTEC,http://lattes.cnpq.br/4300081489772959
TATJANA KEESEN DE SOUZA LIMA CLEMENTE,CBIOTEC - DEPARTAMENTO DE BIOLOGIA CELULAR E MOLECULAR,https://sigaa.ufpb.br/sigaa/public/docente/portal.jsf?siape=1889422,CBIOTEC,http://lattes.cnpq.br/5504382837656473
CHRISTINA PACHECO SANTOS MARTIN,CBIOTEC - DEPARTAMENTO DE BIOLOGIA CELULAR E MOLECULAR,https://sigaa.ufpb.br/sigaa/public/docente/portal.jsf?siape=3400104,CBIOTEC,http://lattes.cnpq.br/3843814706514031
MARCELO TIGRE MOURA,CBIOTEC - DEPARTAMENTO DE BIOLOGIA CELULAR E MOLECULAR,https://sigaa.ufpb.br/sigaa/public/docente/portal.jsf?siape=3369748,CBIOTEC,
ANDREA FARIAS DE ALMEIDA,CBIOTEC - DEPARTAMENTO DE BIOTECNOLOGIA,https://sigaa.ufpb.br/sigaa/public/docente/portal.jsf?siape=1859841,CBIOTEC,http://lattes.cnpq.br/2478526289342309
DEMETRIUS ANTONIO MACHADO DE ARAUJO,CBIOTEC - DEPARTAMENTO DE BIOTECNOLOGIA,https://sigaa.ufpb.br/sigaa/public/docente/portal.jsf?siape=1121078,CBIOTEC,http://lattes.cnpq.br/4795833304329411
EDSON LUIZ FOLADOR,CBIOTEC - DEPARTAMENTO DE BIOTECNOLOGIA,https://sigaa.ufpb.br/sigaa/public/docente/portal.jsf?siape=1273899,CBIOTEC,http://lattes.cnpq.br/9409728428274994
ELISANGELA AFONSO DE MOURA KRETZSCHMAR,CBIOTEC - DEPARTAMENTO DE BIOTECNOLOGIA,https://sigaa.ufpb.br/sigaa/public/docente/portal.jsf?siape=2177524,CBIOTEC,
ENEAS RICARDO DE MORAIS GOMES,CBIOTEC - DEPARTAMENTO DE BIOTECNOLOGIA,https://sigaa.ufpb.br/sigaa/public/docente/portal.jsf?siape=2008919,CBIOTEC,
FLAVIA DE OLIVEIRA PAULINO,CBIOTEC - DEPARTAMENTO DE BIOTECNOLOGIA,https://sigaa.ufpb.br/sigaa/public/docente/portal.jsf?siape=2860329,CBIOTEC,http://lattes.cnpq.br/1695502520438206
JAILSON JOSE GOMES DA ROCHA,CBIOTEC - DEPARTAMENTO DE BIOTECNOLOGIA,https://sigaa.ufpb.br/sigaa/public/docente/portal.jsf?siape=1982955,CBIOTEC,http://lattes.cnpq.br/2584021994730729
JOSIANE DE CAMPOS CRUZ,CBIOTEC - DEPARTAMENTO DE BIOTECNOLOGIA,https://sigaa.ufpb.br/sigaa/public/docente/portal.jsf?siape=2015912,CBIOTEC,http://buscatextual.cnpq.br/buscatextual/visualizacv.do?id=N781879
LUIS CEZAR RODRIGUES,CBIOTEC - DEPARTAMENTO DE BIOTECNOLOGIA,https://sigaa.ufpb.br/sigaa/public/docente/portal.jsf?siape=2872926,CBIOTEC,http://lattes.cnpq.br/0211744581268049
MARIA DE FATIMA AGRA,CBIOTEC - DEPARTAMENTO DE BIOTECNOLOGIA,https://sigaa.ufpb.br/sigaa/public/docente/portal.jsf?siape=331030,CBIOTEC,
MATHEUS ARAUJO MARQUES,CBIOTEC - DEPARTAMENTO DE BIOTECNOLOGIA,https://sigaa.ufpb.br/sigaa/public/docente/portal.jsf?siape=3208300,CBIOTEC,http://lattes.cnpq.br/4674558220916764
SILDIVANE VALCACIA SILVA,CBIOTEC - DEPARTAMENTO DE BIOTECNOLOGIA,https://sigaa.ufpb.br/sigaa/public/docente/portal.jsf?siape=1652922,CBIOTEC,http://lattes.cnpq.br/2916860485913181
SIRLENE ALVES NUNES,CBIOTEC - DEPARTAMENTO DE BIOTECNOLOGIA,https://sigaa.ufpb.br/sigaa/public/docente/portal.jsf?siape=2035297,CBIOTEC,http://lattes.cnpq.br/4783020412290916
ULRICH VASCONCELOS DA ROCHA GOMES,CBIOTEC - DEPARTAMENTO DE BIOTECNOLOGIA,https://sigaa.ufpb.br/sigaa/public/docente/portal.jsf?siape=2009494,CBIOTEC,http://lattes.cnpq.br/7714123072132679
VALDIR DE ANDRADE BRAGA,CBIOTEC - DEPARTAMENTO DE BIOTECNOLOGIA,https://sigaa.ufpb.br/sigaa/public/docente/portal.jsf?siape=1665027,CBIOTEC,http://lattes.cnpq.br/0052252490653096
ANA EMILIA BARROS E SILVA,CCA - DEPARTAMENTO DE BIOCIÊNCIAS,https://sigaa.ufpb.br/sigaa/public/docente/portal.jsf?siape=1133651,CCA,
CARLOS AUGUSTO DE OLIVEIRA JÚNIOR,CCA - DEPARTAMENTO DE BIOCIÊNCIAS,https://sigaa.ufpb.br/sigaa/public/docente/portal.jsf?siape=1129955,CCA,http://lattes.cnpq.br/1566654053170715
CARLOS HENRIQUE DE BRITO,CCA - DEPARTAMENTO DE BIOCIÊNCIAS,https://sigaa.ufpb.br/sigaa/public/docente/portal.jsf?siape=1716310,CCA,http://lattes.cnpq.br/5238211234586819
DAVID HOLANDA DE OLIVEIRA,CCA - DEPARTAMENTO DE BIOCIÊNCIAS,https://sigaa.ufpb.br/sigaa/public/docente/portal.jsf?siape=1612120,CCA,
FELIPE CAMURUGI ALMEIDA GUIMARAES,CCA - DEPARTAMENTO DE BIOCIÊNCIAS,https://sigaa.ufpb.br/sigaa/public/docente/portal.jsf?siape=3412147,CCA,
HELDER FARIAS PEREIRA DE ARAUJO,CCA - DEPARTAMENTO DE BIOCIÊNCIAS,https://sigaa.ufpb.br/sigaa/public/docente/portal.jsf?siape=2677667,CCA,http://lattes.cnpq.br/1142293410009905
LAIS ANGELICA DE ANDRADE PINHEIRO BORGES,CCA - DEPARTAMENTO DE BIOCIÊNCIAS,https://sigaa.ufpb.br/sigaa/public/docente/portal.jsf?siape=1856465,CCA,http://lattes.cnpq.br/7033738008294578
LENYNEVES DUARTE ALVINO DE ARAUJO,CCA - DEPARTAMENTO DE BIOCIÊNCIAS,https://sigaa.ufpb.br/sigaa/public/docente/portal.jsf?siape=1711408,CCA,
LEONARDO PESSOA FELIX,CCA - DEPARTAMENTO DE BIOCIÊNCIAS,https://sigaa.ufpb.br/sigaa/public/docente/portal.jsf?siape=6335816,CCA,
LOISE ARAUJO COSTA,CCA - DEPARTAMENTO DE BIOCIÊNCIAS,https://sigaa.ufpb.br/sigaa/public/docente/portal.jsf?siape=2332772,CCA,http://lattes.cnpq.br/1180868247154571
MAILSON MONTEIRO DO REGO,CCA - DEPARTAMENTO DE BIOCIÊNCIAS,https://sigaa.ufpb.br/sigaa/public/docente/portal.jsf?siape=388164,CCA,
MARIO LUIZ FARIAS CAVALCANTI,CCA - DEPARTAMENTO DE BIOCIÊNCIAS,https://sigaa.ufpb.br/sigaa/public/docente/portal.jsf?siape=1657222,CCA,http://lattes.cnpq.br/1805345433854856
NUBIA PEREIRA DA COSTA LUNA,CCA - DEPARTAMENTO DE BIOCIÊNCIAS,https://sigaa.ufpb.br/sigaa/public/docente/portal.jsf?siape=1717731,CCA,
YIRINA VALDES VAZQUEZ,CCA - DEPARTAMENTO DE BIOCIÊNCIAS,https://sigaa.ufpb.br/sigaa/public/docente/portal.jsf?siape=1259929,CCA,
LAIS LEITE BARRETO,CCA - DEPARTAMENTO DE BIOCIÊNCIAS,https://sigaa.ufpb.br/sigaa/public/docente/portal.jsf?siape=3362534,CCA,http://lattes.cnpq.br/2212021003413281
AMANDA PEREIRA DE FREITAS,CCA - DEPARTAMENTO DE CIÊNCIAS FUNDAMENTAIS E SOCIAIS,https://sigaa.ufpb.br/sigaa/public/docente/portal.jsf?siape=1217207,CCA,
ANA CRISTINA SILVA DAXENBERGER,CCA - DEPARTAMENTO DE CIÊNCIAS FUNDAMENTAIS E SOCIAIS,https://sigaa.ufpb.br/sigaa/public/docente/portal.jsf?siape=1726987,CCA,
ANDREIA DE SOUSA GUIMARAES,CCA - DEPARTAMENTO DE CIÊNCIAS FUNDAMENTAIS E SOCIAIS,https://sigaa.ufpb.br/sigaa/public/docente/portal.jsf?siape=1734776,CCA,http://lattes.cnpq.br/8552985251954903
ANGELA CRISTINA ALVES ALBINO,CCA - DEPARTAMENTO DE CIÊNCIAS FUNDAMENTAIS E SOCIAIS,https://sigaa.ufpb.br/sigaa/public/docente/portal.jsf?siape=2026826,CCA,
ANITA LEOCADIA PEREIRA DOS SANTOS,CCA - DEPARTAMENTO DE CIÊNCIAS FUNDAMENTAIS E SOCIAIS,https://sigaa.ufpb.br/sigaa/public/docente/portal.jsf?siape=2645764,CCA,
ARTHUR GILZEPH FARIAS ALMEIDA,CCA - DEPARTAMENTO DE CIÊNCIAS FUNDAMENTAIS E SOCIAIS,https://sigaa.ufpb.br/sigaa/public/docente/portal.jsf?siape=1160753,CCA,
CAUBY DANTAS,CCA - DEPARTAMENTO DE CIÊNCIAS FUNDAMENTAIS E SOCIAIS,https://sigaa.ufpb.br/sigaa/public/docente/portal.jsf?siape=1125688,CCA,
ELIZANILDA RAMALHO DO REGO,CCA - DEPARTAMENTO DE CIÊNCIAS FUNDAMENTAIS E SOCIAIS,https://sigaa.ufpb.br/sigaa/public/docente/portal.jsf?siape=388165,CCA,http://lattes.cnpq.br/3808074316221768
EMANUELLE ALICIA SANTOS DE VASCONCELOS,CCA - DEPARTAMENTO DE CIÊNCIAS FUNDAMENTAIS E SOCIAIS,https://sigaa.ufpb.br/sigaa/public/docente/portal.jsf?siape=2864992,CCA,http://lattes.cnpq.br/7406615495587302
GEOVANE VITOR VASCONCELOS,CCA - DEPARTAMENTO DE CIÊNCIAS FUNDAMENTAIS E SOCIAIS,https://sigaa.ufpb.br/sigaa/public/docente/portal.jsf?siape=2378657,CCA,
LAZARO DE SOUTO ARAUJO,CCA - DEPARTAMENTO DE CIÊNCIAS FUNDAMENTAIS E SOCIAIS,https://sigaa.ufpb.br/sigaa/public/docente/portal.jsf?siape=1475014,CCA,
MAGNA LUCIA DA SILVA,CCA - DEPARTAMENTO DE CIÊNCIAS FUNDAMENTAIS E SOCIAIS,https://sigaa.ufpb.br/sigaa/public/docente/portal.jsf?siape=2356844,CCA,
MARCIA EUGENIA DE SOUZA,CCA - DEPARTAMENTO DE CIÊNCIAS FUNDAMENTAIS E SOCIAIS,https://sigaa.ufpb.br/sigaa/public/docente/portal.jsf?siape=5139943,CCA,
MARCIA VERONICA COSTA MIRANDA,CCA - DEPARTAMENTO DE CIÊNCIAS FUNDAMENTAIS E SOCIAIS,https://sigaa.ufpb.br/sigaa/public/docente/portal.jsf?siape=273959,CCA,http://buscatextual.cnpq.br/buscatextual/visualizacv.do?id=K4784200E3
MARCOS ANTONIO PIMENTEL PEQUENO,CCA - DEPARTAMENTO DE CIÊNCIAS FUNDAMENTAIS E SOCIAIS,https://sigaa.ufpb.br/sigaa/public/docente/portal.jsf?siape=335542,CCA,
MARIA LORENA DE ASSIS CANDIDO,CCA - DEPARTAMENTO DE CIÊNCIAS FUNDAMENTAIS E SOCIAIS,https://sigaa.ufpb.br/sigaa/public/docente/portal.jsf?siape=1746693,CCA,
MARIO WINICIUS CARNEIRO MEDEIROS,CCA - DEPARTAMENTO DE CIÊNCIAS FUNDAMENTAIS E SOCIAIS,https://sigaa.ufpb.br/sigaa/public/docente/portal.jsf?siape=1662662,CCA,
NATHALI GOMES DA SILVA,CCA - DEPARTAMENTO DE CIÊNCIAS FUNDAMENTAIS E SOCIAIS,https://sigaa.ufpb.br/sigaa/public/docente/portal.jsf?siape=1368833,CCA,
PERICLES DE FARIAS BORGES,CCA - DEPARTAMENTO DE CIÊNCIAS FUNDAMENTAIS E SOCIAIS,https://sigaa.ufpb.br/sigaa/public/docente/portal.jsf?siape=3506185,CCA,
ROBSON DE LIMA PEIXOTO,CCA - DEPARTAMENTO DE CIÊNCIAS FUNDAMENTAIS E SOCIAIS,https://sigaa.ufpb.br/sigaa/public/docente/portal.jsf?siape=2053903,CCA,
ROSIVALDO GOMES DE SA SOBRINHO,CCA - DEPARTAMENTO DE CIÊNCIAS FUNDAMENTAIS E SOCIAIS,https://sigaa.ufpb.br/sigaa/public/docente/portal.jsf?siape=1552777,CCA,https://wwws.cnpq.br/cvlattesweb/PKG_MENU.menu?f_cod=A7773B66A091E01CD2F6B156A82F40F4#
SAIMONTON TINOCO DA SILVA,CCA - DEPARTAMENTO DE CIÊNCIAS FUNDAMENTAIS E SOCIAIS,https://sigaa.ufpb.br/sigaa/public/docente/portal.jsf?siape=1685317,CCA,
SHEILA COSTA DE FARIAS,CCA - DEPARTAMENTO DE CIÊNCIAS FUNDAMENTAIS E SOCIAIS,https://sigaa.ufpb.br/sigaa/public/docente/portal.jsf?siape=272087,CCA,
THIAGO SIQUEIRA PAIVA DE SOUZA,CCA - DEPARTAMENTO DE CIÊNCIAS FUNDAMENTAIS E SOCIAIS,https://sigaa.ufpb.br/sigaa/public/docente/portal.jsf?siape=2566114,CCA,
WALTER ESFRAIN PEREIRA,CCA - DEPARTAMENTO DE CIÊNCIAS FUNDAMENTAIS E SOCIAIS,https://sigaa.ufpb.br/sigaa/public/docente/portal.jsf?siape=1347774,CCA,http://buscatextual.cnpq.br/buscatextual/visualizacv.do?id=K4768558J1
WILSON JOSE FELIX XAVIER,CCA - DEPARTAMENTO DE CIÊNCIAS FUNDAMENTAIS E SOCIAIS,https://sigaa.ufpb.br/sigaa/public/docente/portal.jsf?siape=2069939,CCA,
JOSE GIVALDO DE SOUSA,CCA - DEPARTAMENTO DE CIÊNCIAS FUNDAMENTAIS E SOCIAIS,https://sigaa.ufpb.br/sigaa/public/docente/portal.jsf?siape=3378014,CCA,
MARIA REJANE FERREIRA DOS SANTOS,CCA - DEPARTAMENTO DE CIÊNCIAS FUNDAMENTAIS E SOCIAIS,https://sigaa.ufpb.br/sigaa/public/docente/portal.jsf?siape=1336606,CCA,
YAGO PESSOA DA COSTA,CCA - DEPARTAMENTO DE CIÊNCIAS FUNDAMENTAIS E SOCIAIS,https://sigaa.ufpb.br/sigaa/public/docente/portal.jsf?siape=3383064,CCA,
ABRAAO RIBEIRO BARBOSA,CCA - DEPARTAMENTO DE CIÊNCIAS VETERINÁRIAS,https://sigaa.ufpb.br/sigaa/public/docente/portal.jsf?siape=1859105,CCA,
ALEXANDRE JOSE ALVES,CCA - DEPARTAMENTO DE CIÊNCIAS VETERINÁRIAS,https://sigaa.ufpb.br/sigaa/public/docente/portal.jsf?siape=338347,CCA,
ANNE EVELYNE FRANCO DE SOUZA,CCA - DEPARTAMENTO DE CIÊNCIAS VETERINÁRIAS,https://sigaa.ufpb.br/sigaa/public/docente/portal.jsf?siape=2579993,CCA,http://buscatextual.cnpq.br/buscatextual/visualizacv.do?id=K4127385P1
ARTUR CEZAR DE CARVALHO FERNANDES,CCA - DEPARTAMENTO DE CIÊNCIAS VETERINÁRIAS,https://sigaa.ufpb.br/sigaa/public/docente/portal.jsf?siape=1230737,CCA,
DANILA BARREIRO CAMPOS,CCA - DEPARTAMENTO DE CIÊNCIAS VETERINÁRIAS,https://sigaa.ufpb.br/sigaa/public/docente/portal.jsf?siape=1679899,CCA,
DEBORA MONTEIRO NAVARRO MARQUES DE OLIVEIRA,CCA - DEPARTAMENTO DE CIÊNCIAS VETERINÁRIAS,https://sigaa.ufpb.br/sigaa/public/docente/portal.jsf?siape=1397849,CCA,
ERIKA TOLEDO DA FONSECA,CCA - DEPARTAMENTO DE CIÊNCIAS VETERINÁRIAS,https://sigaa.ufpb.br/sigaa/public/docente/portal.jsf?siape=1066956,CCA,http://lattes.cnpq.br/7185880081178756
FABIANA SATAKE,CCA - DEPARTAMENTO DE CIÊNCIAS VETERINÁRIAS,https://sigaa.ufpb.br/sigaa/public/docente/portal.jsf?siape=1281482,CCA,
FELIPE NAEL SEIXAS,CCA - DEPARTAMENTO DE CIÊNCIAS VETERINÁRIAS,https://sigaa.ufpb.br/sigaa/public/docente/portal.jsf?siape=1146692,CCA,http://buscatextual.cnpq.br/buscatextual/visualizacv.do?id=K4284861U6
GISELE DE CASTRO MENEZES,CCA - DEPARTAMENTO DE CIÊNCIAS VETERINÁRIAS,https://sigaa.ufpb.br/sigaa/public/docente/portal.jsf?siape=1812525,CCA,
INACIO JOSE CLEMENTINO,CCA - DEPARTAMENTO DE CIÊNCIAS VETERINÁRIAS,https://sigaa.ufpb.br/sigaa/public/docente/portal.jsf?siape=1492685,CCA,http://lattes.cnpq.br/8769203111903730
ISABELLA DE OLIVEIRA BARROS,CCA - DEPARTAMENTO DE CIÊNCIAS VETERINÁRIAS,https://sigaa.ufpb.br/sigaa/public/docente/portal.jsf?siape=1778638,CCA,
IVIA CARMEM TALIERI,CCA - DEPARTAMENTO DE CIÊNCIAS VETERINÁRIAS,https://sigaa.ufpb.br/sigaa/public/docente/portal.jsf?siape=2865315,CCA,
JEANN LEAL DE ARAUJO,CCA - DEPARTAMENTO DE CIÊNCIAS VETERINÁRIAS,https://sigaa.ufpb.br/sigaa/public/docente/portal.jsf?siape=3090385,CCA,
LUIZ EDUARDO CARVALHO BUQUERA,CCA - DEPARTAMENTO DE CIÊNCIAS VETERINÁRIAS,https://sigaa.ufpb.br/sigaa/public/docente/portal.jsf?siape=1784705,CCA,
NATALIA MATOS SOUZA AZEVEDO,CCA - DEPARTAMENTO DE CIÊNCIAS VETERINÁRIAS,https://sigaa.ufpb.br/sigaa/public/docente/portal.jsf?siape=1145945,CCA,
NORMA LUCIA DE SOUZA ARAUJO,CCA - DEPARTAMENTO DE CIÊNCIAS VETERINÁRIAS,https://sigaa.ufpb.br/sigaa/public/docente/portal.jsf?siape=3215836,CCA,
RICARDO BARBOSA DE LUCENA,CCA - DEPARTAMENTO DE CIÊNCIAS VETERINÁRIAS,https://sigaa.ufpb.br/sigaa/public/docente/portal.jsf?siape=2027040,CCA,http://lattes.cnpq.br/3446602735778347
RICARDO ROMAO GUERRA,CCA - DEPARTAMENTO DE CIÊNCIAS VETERINÁRIAS,https://sigaa.ufpb.br/sigaa/public/docente/portal.jsf?siape=1722417,CCA,http://buscatextual.cnpq.br/buscatextual/visualizacv.do?id=K4736014Y1
SARA VILAR DANTAS SIMOES,CCA - DEPARTAMENTO DE CIÊNCIAS VETERINÁRIAS,https://sigaa.ufpb.br/sigaa/public/docente/portal.jsf?siape=6338373,CCA,
SIMONE BOPP,CCA - DEPARTAMENTO DE CIÊNCIAS VETERINÁRIAS,https://sigaa.ufpb.br/sigaa/public/docente/portal.jsf?siape=1435505,CCA,
SUEDNEY DE LIMA SILVA,CCA - DEPARTAMENTO DE CIÊNCIAS VETERINÁRIAS,https://sigaa.ufpb.br/sigaa/public/docente/portal.jsf?siape=2205237,CCA,
SUZANA APARECIDA COSTA DE ARAUJO,CCA - DEPARTAMENTO DE CIÊNCIAS VETERINÁRIAS,https://sigaa.ufpb.br/sigaa/public/docente/portal.jsf?siape=1345370,CCA,
VALESKA SHELDA PESSOA DE MELO,CCA - DEPARTAMENTO DE CIÊNCIAS VETERINÁRIAS,https://sigaa.ufpb.br/sigaa/public/docente/portal.jsf?siape=1723483,CCA,
JOSE WAGNER AMADOR DA SILVA,CCA - DEPARTAMENTO DE CIÊNCIAS VETERINÁRIAS,https://sigaa.ufpb.br/sigaa/public/docente/portal.jsf?siape=1049384,CCA,
ADEMAR PEREIRA DE OLIVEIRA,CCA - DEPARTAMENTO DE FITOTECNIA E CIÊNCIAS AMBIENTAIS,https://sigaa.ufpb.br/sigaa/public/docente/portal.jsf?siape=333400,CCA,
DANIEL DUARTE PEREIRA,CCA - DEPARTAMENTO DE FITOTECNIA E CIÊNCIAS AMBIENTAIS,https://sigaa.ufpb.br/sigaa/public/docente/portal.jsf?siape=337315,CCA,http://lattes.cnpq.br/9991335219423354
EDNA URSULINO ALVES,CCA - DEPARTAMENTO DE FITOTECNIA E CIÊNCIAS AMBIENTAIS,https://sigaa.ufpb.br/sigaa/public/docente/portal.jsf?siape=1520078,CCA,http://buscatextual.cnpq.br/buscatextual/visualizacv.do?id=K4794120D6
FABIO MIELEZRSKI,CCA - DEPARTAMENTO DE FITOTECNIA E CIÊNCIAS AMBIENTAIS,https://sigaa.ufpb.br/sigaa/public/docente/portal.jsf?siape=1092436,CCA,http://lattes.cnpq.br/6941219904935909
GUILHERME SILVA DE PODESTA,CCA - DEPARTAMENTO DE FITOTECNIA E CIÊNCIAS AMBIENTAIS,https://sigaa.ufpb.br/sigaa/public/docente/portal.jsf?siape=2304330,CCA,http://lattes.cnpq.br/9081645660105948
JACINTO DE LUNA BATISTA,CCA - DEPARTAMENTO DE FITOTECNIA E CIÊNCIAS AMBIENTAIS,https://sigaa.ufpb.br/sigaa/public/docente/portal.jsf?siape=1126094,CCA,
JOSE BRUNO MALAQUIAS,CCA - DEPARTAMENTO DE FITOTECNIA E CIÊNCIAS AMBIENTAIS,https://sigaa.ufpb.br/sigaa/public/docente/portal.jsf?siape=1840849,CCA,http://lattes.cnpq.br/1103370910009848
JOSE DOMINGOS RIBEIRO NETO,CCA - DEPARTAMENTO DE FITOTECNIA E CIÊNCIAS AMBIENTAIS,https://sigaa.ufpb.br/sigaa/public/docente/portal.jsf?siape=1539079,CCA,http://lattes.cnpq.br/8635084819715139
LEOSSAVIO CESAR DE SOUZA,CCA - DEPARTAMENTO DE FITOTECNIA E CIÊNCIAS AMBIENTAIS,https://sigaa.ufpb.br/sigaa/public/docente/portal.jsf?siape=337313,CCA,
LUCIANA CORDEIRO DO NASCIMENTO,CCA - DEPARTAMENTO DE FITOTECNIA E CIÊNCIAS AMBIENTAIS,https://sigaa.ufpb.br/sigaa/public/docente/portal.jsf?siape=1449704,CCA,http://lattes.cnpq.br/9865847708815725
LUCIANA GOMES BARBOSA,CCA - DEPARTAMENTO DE FITOTECNIA E CIÊNCIAS AMBIENTAIS,https://sigaa.ufpb.br/sigaa/public/docente/portal.jsf?siape=1778179,CCA,http://lattes.cnpq.br/6480070515114718
MANOEL BANDEIRA DE ALBUQUERQUE,CCA - DEPARTAMENTO DE FITOTECNIA E CIÊNCIAS AMBIENTAIS,https://sigaa.ufpb.br/sigaa/public/docente/portal.jsf?siape=1755911,CCA,http://lattes.cnpq.br/5479581631378924
NAYSA FLAVIA FERREIRA DO NASCIMENTO,CCA - DEPARTAMENTO DE FITOTECNIA E CIÊNCIAS AMBIENTAIS,https://sigaa.ufpb.br/sigaa/public/docente/portal.jsf?siape=2239629,CCA,http://buscatextual.cnpq.br/buscatextual/visualizacv.do?id=K4460043Y6
REJANE MARIA NUNES MENDONCA,CCA - DEPARTAMENTO DE FITOTECNIA E CIÊNCIAS AMBIENTAIS,https://sigaa.ufpb.br/sigaa/public/docente/portal.jsf?siape=1347485,CCA,
ROSEMBERG FERNANDES DE MENEZES,CCA - DEPARTAMENTO DE FITOTECNIA E CIÊNCIAS AMBIENTAIS,https://sigaa.ufpb.br/sigaa/public/docente/portal.jsf?siape=2387459,CCA,http://buscatextual.cnpq.br/buscatextual/visualizacv.do?id=K4772434U0
ANGELICA DA SILVA SALUSTINO,CCA - DEPARTAMENTO DE FITOTECNIA E CIÊNCIAS AMBIENTAIS,https://sigaa.ufpb.br/sigaa/public/docente/portal.jsf?siape=3413045,CCA,http://lattes.cnpq.br/5105978004122143
EDILENE DANTAS TELES MOREIRA,CCA - DEPARTAMENTO DE QUÍMICA E FÍSICA,https://sigaa.ufpb.br/sigaa/public/docente/portal.jsf?siape=2343448,CCA,http://lattes.cnpq.br/8325569246728007
ELIZABETH ALMEIDA LAFAYETTE,CCA - DEPARTAMENTO DE QUÍMICA E FÍSICA,https://sigaa.ufpb.br/sigaa/public/docente/portal.jsf?siape=2340001,CCA,
FABIO PEDROSA LINS SILVA,CCA - DEPARTAMENTO DE QUÍMICA E FÍSICA,https://sigaa.ufpb.br/sigaa/public/docente/portal.jsf?siape=3391925,CCA,
FRANCISCO BORJA RUIZ REVERTER,CCA - DEPARTAMENTO DE QUÍMICA E FÍSICA,https://sigaa.ufpb.br/sigaa/public/docente/portal.jsf?siape=2014278,CCA,http://lattes.cnpq.br/0113086549241336
IARLEY PEREIRA LOBO,CCA - DEPARTAMENTO DE QUÍMICA E FÍSICA,https://sigaa.ufpb.br/sigaa/public/docente/portal.jsf?siape=1149392,CCA,http://lattes.cnpq.br/5043529802979821
JOSE LUIZ RUFINO,CCA - DEPARTAMENTO DE QUÍMICA E FÍSICA,https://sigaa.ufpb.br/sigaa/public/docente/portal.jsf?siape=1991320,CCA,http://lattes.cnpq.br/6918694288403718
LUCINA ROCHA SOUSA,CCA - DEPARTAMENTO DE QUÍMICA E FÍSICA,https://sigaa.ufpb.br/sigaa/public/docente/portal.jsf?siape=1668655,CCA,http://lattes.cnpq.br/2523038677287585
LUZIA MARIA CASTRO HONORIO,CCA - DEPARTAMENTO DE QUÍMICA E FÍSICA,https://sigaa.ufpb.br/sigaa/public/docente/portal.jsf?siape=3287697,CCA,https://lattes.cnpq.br/7184095082791748
MARIA BETANIA HERMENEGILDO DOS SANTOS,CCA - DEPARTAMENTO DE QUÍMICA E FÍSICA,https://sigaa.ufpb.br/sigaa/public/docente/portal.jsf?siape=2530325,CCA,http://lattes.cnpq.br/7912639652501884
RENALDO TENORIO DE MOURA JUNIOR,CCA - DEPARTAMENTO DE QUÍMICA E FÍSICA,https://sigaa.ufpb.br/sigaa/public/docente/portal.jsf?siape=1681078,CCA,http://lattes.cnpq.br/0649191185068299
