nome,departamento,pagina_publica,Centro,lattes
BARTHYRA CABRAL VIEIRA DE ANDRADE,CCHLA - DEPARTAMENTO DE LETRAS ESTRANGEIRAS E MODERNAS,https://sigaa.ufpb.br/sigaa/public/docente/portal.jsf?siape=3337350,CCHLA,https://lattes.cnpq.br/6793625459163721
BETANIA PASSOS MEDRADO,CCHLA - DEPARTAMENTO DE LETRAS ESTRANGEIRAS E MODERNAS,https://sigaa.ufpb.br/sigaa/public/docente/portal.jsf?siape=2169247,CCHLA,https://buscatextual.cnpq.br/buscatextual/visualizacv.do?metodo=apresentar&id=K4137102A1
CARLA LYNN REICHMANN,CCHLA - DEPARTAMENTO DE LETRAS ESTRANGEIRAS E MODERNAS,https://sigaa.ufpb.br/sigaa/public/docente/portal.jsf?siape=1204954,CCHLA,http://lattes.cnpq.br/4704905649078465
CAROLINA GOMES DA SILVA,CCHLA - DEPARTAMENTO DE LETRAS ESTRANGEIRAS E MODERNAS,https://sigaa.ufpb.br/sigaa/public/docente/portal.jsf?siape=1924415,CCHLA,http://lattes.cnpq.br/6450917807340365
DANIELLE BARBOSA LINS DE ALMEIDA,CCHLA - DEPARTAMENTO DE LETRAS ESTRANGEIRAS E MODERNAS,https://sigaa.ufpb.br/sigaa/public/docente/portal.jsf?siape=1317027,CCHLA,https://lattes.cnpq.br/3846654142638437
DANIELLE DAYSE MARQUES DE LIMA,CCHLA - DEPARTAMENTO DE LETRAS ESTRANGEIRAS E MODERNAS,https://sigaa.ufpb.br/sigaa/public/docente/portal.jsf?siape=2695855,CCHLA,http://lattes.cnpq.br/9749512238325534
DANIELLE DE LUNA E SILVA,CCHLA - DEPARTAMENTO DE LETRAS ESTRANGEIRAS E MODERNAS,https://sigaa.ufpb.br/sigaa/public/docente/portal.jsf?siape=1532557,CCHLA,http://lattes.cnpq.br/8525509176295789
DEBORA SOUZA DA ROSA,CCHLA - DEPARTAMENTO DE LETRAS ESTRANGEIRAS E MODERNAS,https://sigaa.ufpb.br/sigaa/public/docente/portal.jsf?siape=1301531,CCHLA,http://lattes.cnpq.br/2149087673902505
EDMILSON DE ALBUQUERQUE BORBOREMA FILHO,CCHLA - DEPARTAMENTO DE LETRAS ESTRANGEIRAS E MODERNAS,https://sigaa.ufpb.br/sigaa/public/docente/portal.jsf?siape=2166882,CCHLA,http://buscatextual.cnpq.br/buscatextual/visualizacv.do?id=K4774963H3
ELAINE ESPINDOLA BALDISSERA,CCHLA - DEPARTAMENTO DE LETRAS ESTRANGEIRAS E MODERNAS,https://sigaa.ufpb.br/sigaa/public/docente/portal.jsf?siape=2401526,CCHLA,http://buscatextual.cnpq.br/buscatextual/visualizacv.do?id=K4734132D0
FABIO ALEXANDRE SILVA BEZERRA,CCHLA - DEPARTAMENTO DE LETRAS ESTRANGEIRAS E MODERNAS,https://sigaa.ufpb.br/sigaa/public/docente/portal.jsf?siape=2009438,CCHLA,http://lattes.cnpq.br/2658982050582888
FLAVIA SANTOS DE ARAUJO,CCHLA - DEPARTAMENTO DE LETRAS ESTRANGEIRAS E MODERNAS,https://sigaa.ufpb.br/sigaa/public/docente/portal.jsf?siape=3506996,CCHLA,http://lattes.cnpq.br/2913713498346978
FRANCIELI FREUDENBERGER MARTINY,CCHLA - DEPARTAMENTO DE LETRAS ESTRANGEIRAS E MODERNAS,https://sigaa.ufpb.br/sigaa/public/docente/portal.jsf?siape=2657242,CCHLA,https://lattes.cnpq.br/9434945702322738
GUSTAVO LOPEZ ESTIVALET,CCHLA - DEPARTAMENTO DE LETRAS ESTRANGEIRAS E MODERNAS,https://sigaa.ufpb.br/sigaa/public/docente/portal.jsf?siape=1067529,CCHLA,http://lattes.cnpq.br/9729791228211446
JAILINE MAYARA SOUSA DE FARIAS,CCHLA - DEPARTAMENTO DE LETRAS ESTRANGEIRAS E MODERNAS,https://sigaa.ufpb.br/sigaa/public/docente/portal.jsf?siape=1022609,CCHLA,http://lattes.cnpq.br/1435182906855508
JANEIDE MAIA CAMPELO,CCHLA - DEPARTAMENTO DE LETRAS ESTRANGEIRAS E MODERNAS,https://sigaa.ufpb.br/sigaa/public/docente/portal.jsf?siape=1063519,CCHLA,http://lattes.cnpq.br/1780060892202575
JOSE ALEXANDRINO DE SOUZA FILHO,CCHLA - DEPARTAMENTO DE LETRAS ESTRANGEIRAS E MODERNAS,https://sigaa.ufpb.br/sigaa/public/docente/portal.jsf?siape=1030168,CCHLA,https://wwws.cnpq.br/cvlattesweb/PKG_MENU.menu?f_cod=78C5AF4076138C45E1F575BC0F259690
JOSE ROBERTO ANDRADE FERES,CCHLA - DEPARTAMENTO DE LETRAS ESTRANGEIRAS E MODERNAS,https://sigaa.ufpb.br/sigaa/public/docente/portal.jsf?siape=2335064,CCHLA,http://lattes.cnpq.br/6734827694497785
JUAN IGNACIO JURADO CENTURION LOPEZ,CCHLA - DEPARTAMENTO DE LETRAS ESTRANGEIRAS E MODERNAS,https://sigaa.ufpb.br/sigaa/public/docente/portal.jsf?siape=1652197,CCHLA,http://lattes.cnpq.br/5552709282004326
JULIANA HENRIQUES DE LUNA FREIRE,CCHLA - DEPARTAMENTO DE LETRAS ESTRANGEIRAS E MODERNAS,https://sigaa.ufpb.br/sigaa/public/docente/portal.jsf?siape=3007651,CCHLA,http://lattes.cnpq.br/6735636708449400
KARINA CHIANCA VENANCIO,CCHLA - DEPARTAMENTO DE LETRAS ESTRANGEIRAS E MODERNAS,https://sigaa.ufpb.br/sigaa/public/docente/portal.jsf?siape=2482870,CCHLA,http://buscatextual.cnpq.br/buscatextual/visualizacv.do?id=K4761411T3
LAVINIA TEIXEIRA GOMES,CCHLA - DEPARTAMENTO DE LETRAS ESTRANGEIRAS E MODERNAS,https://sigaa.ufpb.br/sigaa/public/docente/portal.jsf?siape=2733978,CCHLA,http://lattes.cnpq.br/0381669079225961
LIANE SCHNEIDER,CCHLA - DEPARTAMENTO DE LETRAS ESTRANGEIRAS E MODERNAS,https://sigaa.ufpb.br/sigaa/public/docente/portal.jsf?siape=1350518,CCHLA,http://buscatextual.cnpq.br/buscatextual/visualizacv.do?id=K4705503P8
MARIA APARECIDA DE OLIVEIRA,CCHLA - DEPARTAMENTO DE LETRAS ESTRANGEIRAS E MODERNAS,https://sigaa.ufpb.br/sigaa/public/docente/portal.jsf?siape=1039785,CCHLA,https://lattes.cnpq.br/2889350069897138
MARIA DEL PILAR ROCA ESCALANTE,CCHLA - DEPARTAMENTO DE LETRAS ESTRANGEIRAS E MODERNAS,https://sigaa.ufpb.br/sigaa/public/docente/portal.jsf?siape=2307716,CCHLA,http://buscatextual.cnpq.br/buscatextual/visualizacv.do?id=K4778767Y0
MARIA ELIZABETH PEREGRINO SOUTO MAIOR,CCHLA - DEPARTAMENTO DE LETRAS ESTRANGEIRAS E MODERNAS,https://sigaa.ufpb.br/sigaa/public/docente/portal.jsf?siape=2213863,CCHLA,http://lattes.cnpq.br/0465893952580422
MARIA HORTENSIA BLANCO GARCIA MURGA,CCHLA - DEPARTAMENTO DE LETRAS ESTRANGEIRAS E MODERNAS,https://sigaa.ufpb.br/sigaa/public/docente/portal.jsf?siape=1657895,CCHLA,https://lattes.cnpq.br/3034991448432547
MARIA LUIZA TEIXEIRA BATISTA,CCHLA - DEPARTAMENTO DE LETRAS ESTRANGEIRAS E MODERNAS,https://sigaa.ufpb.br/sigaa/public/docente/portal.jsf?siape=1214509,CCHLA,http://lattes.cnpq.br/0010566097584443
MARIA MERCEDES RIBEIRO PESSOA CAVALCANTI,CCHLA - DEPARTAMENTO DE LETRAS ESTRANGEIRAS E MODERNAS,https://sigaa.ufpb.br/sigaa/public/docente/portal.jsf?siape=1008992,CCHLA,http://lattes.cnpq.br/6672343529554801
MARTA PRAGANA DANTAS,CCHLA - DEPARTAMENTO DE LETRAS ESTRANGEIRAS E MODERNAS,https://sigaa.ufpb.br/sigaa/public/docente/portal.jsf?siape=1049017,CCHLA,http://lattes.cnpq.br/1657607242731892
PEDRO HENRIQUE DOS SANTOS GROPPO,CCHLA - DEPARTAMENTO DE LETRAS ESTRANGEIRAS E MODERNAS,https://sigaa.ufpb.br/sigaa/public/docente/portal.jsf?siape=1096847,CCHLA,http://lattes.cnpq.br/5138393610732537
PHILIO GENERINO TERZAKIS,CCHLA - DEPARTAMENTO DE LETRAS ESTRANGEIRAS E MODERNAS,https://sigaa.ufpb.br/sigaa/public/docente/portal.jsf?siape=1246096,CCHLA,http://buscatextual.cnpq.br/buscatextual/visualizacv.do?id=K4268803Y5
RAFAELA CARLA SANTOS DE SOUSA,CCHLA - DEPARTAMENTO DE LETRAS ESTRANGEIRAS E MODERNAS,https://sigaa.ufpb.br/sigaa/public/docente/portal.jsf?siape=2551876,CCHLA,http://lattes.cnpq.br/4668060223445848
RENATA GONCALVES GOMES,CCHLA - DEPARTAMENTO DE LETRAS ESTRANGEIRAS E MODERNAS,https://sigaa.ufpb.br/sigaa/public/docente/portal.jsf?siape=3005858,CCHLA,http://lattes.cnpq.br/0103198573166011
ROSILMA DINIZ ARAUJO BUHLER,CCHLA - DEPARTAMENTO DE LETRAS ESTRANGEIRAS E MODERNAS,https://sigaa.ufpb.br/sigaa/public/docente/portal.jsf?siape=3301029,CCHLA,http://lattes.cnpq.br/2886159429225733
ROSYCLEA DANTAS SILVA,CCHLA - DEPARTAMENTO DE LETRAS ESTRANGEIRAS E MODERNAS,https://sigaa.ufpb.br/sigaa/public/docente/portal.jsf?siape=1056169,CCHLA,http://lattes.cnpq.br/8321605240777468
RUBENS MARQUES DE LUCENA,CCHLA - DEPARTAMENTO DE LETRAS ESTRANGEIRAS E MODERNAS,https://sigaa.ufpb.br/sigaa/public/docente/portal.jsf?siape=1653821,CCHLA,http://buscatextual.cnpq.br/buscatextual/visualizacv.do?id=K4769702U6
SANDRA HELENA GURGEL DANTAS DE MEDEIROS,CCHLA - DEPARTAMENTO DE LETRAS ESTRANGEIRAS E MODERNAS,https://sigaa.ufpb.br/sigaa/public/docente/portal.jsf?siape=3334183,CCHLA,https://lattes.cnpq.br/6116428802090074
VINICIUS FERNANDO DE FARIAS MEIRA,CCHLA - DEPARTAMENTO DE LETRAS ESTRANGEIRAS E MODERNAS,https://sigaa.ufpb.br/sigaa/public/docente/portal.jsf?siape=3120963,CCHLA,
WALISON PAULINO DE ARAUJO COSTA,CCHLA - DEPARTAMENTO DE LETRAS ESTRANGEIRAS E MODERNAS,https://sigaa.ufpb.br/sigaa/public/docente/portal.jsf?siape=1638395,CCHLA,https://lattes.cnpq.br/4369275393305027
GREGORIO ATAIDE PEREIRA VASCONCELOS,CCHLA - DEPARTAMENTO DE LETRAS ESTRANGEIRAS E MODERNAS,https://sigaa.ufpb.br/sigaa/public/docente/portal.jsf?siape=5733982,CCHLA,
JOHNNY GLAYDSON DOS SANTOS TAVARES,CCHLA - DEPARTAMENTO DE LETRAS ESTRANGEIRAS E MODERNAS,https://sigaa.ufpb.br/sigaa/public/docente/portal.jsf?siape=3405824,CCHLA,
YANARA BARBOSA DE ANDRADE,CCHLA - DEPARTAMENTO DE LETRAS ESTRANGEIRAS E MODERNAS,https://sigaa.ufpb.br/sigaa/public/docente/portal.jsf?siape=1016996,CCHLA,
AMANDA BATISTA BRAGA,CCHLA - DEPARTAMENTO DE LÍNGUA PORTUGUESA E LINGUÍSTICA,https://sigaa.ufpb.br/sigaa/public/docente/portal.jsf?siape=2117739,CCHLA,http://lattes.cnpq.br/6466537417099357
CAROLINA COELHO ARAGON,CCHLA - DEPARTAMENTO DE LÍNGUA PORTUGUESA E LINGUÍSTICA,https://sigaa.ufpb.br/sigaa/public/docente/portal.jsf?siape=3212008,CCHLA,https://lattes.cnpq.br/2701804491870984
CIRINEU CECOTE STEIN,CCHLA - DEPARTAMENTO DE LÍNGUA PORTUGUESA E LINGUÍSTICA,https://sigaa.ufpb.br/sigaa/public/docente/portal.jsf?siape=1659268,CCHLA,http://buscatextual.cnpq.br/buscatextual/visualizacv.do?id=K4133686E6
DENILSON PEREIRA DE MATOS,CCHLA - DEPARTAMENTO DE LÍNGUA PORTUGUESA E LINGUÍSTICA,https://sigaa.ufpb.br/sigaa/public/docente/portal.jsf?siape=1736309,CCHLA,
EDJANE GOMES DE ASSIS,CCHLA - DEPARTAMENTO DE LÍNGUA PORTUGUESA E LINGUÍSTICA,https://sigaa.ufpb.br/sigaa/public/docente/portal.jsf?siape=2439292,CCHLA,
ELIANA VASCONCELOS DA SILVA ESVAEL,CCHLA - DEPARTAMENTO DE LÍNGUA PORTUGUESA E LINGUÍSTICA,https://sigaa.ufpb.br/sigaa/public/docente/portal.jsf?siape=2035194,CCHLA,
EVANGELINA MARIA BRITO DE FARIA,CCHLA - DEPARTAMENTO DE LÍNGUA PORTUGUESA E LINGUÍSTICA,https://sigaa.ufpb.br/sigaa/public/docente/portal.jsf?siape=338142,CCHLA,
FABIANA SOUZA SILVA MENDES DE ARAUJO,CCHLA - DEPARTAMENTO DE LÍNGUA PORTUGUESA E LINGUÍSTICA,https://sigaa.ufpb.br/sigaa/public/docente/portal.jsf?siape=1285560,CCHLA,
FERNANDA ROSARIO DE MELLO,CCHLA - DEPARTAMENTO DE LÍNGUA PORTUGUESA E LINGUÍSTICA,https://sigaa.ufpb.br/sigaa/public/docente/portal.jsf?siape=2528835,CCHLA,
FRANCISCO EDUARDO VIEIRA DA SILVA,CCHLA - DEPARTAMENTO DE LÍNGUA PORTUGUESA E LINGUÍSTICA,https://sigaa.ufpb.br/sigaa/public/docente/portal.jsf?siape=2349477,CCHLA,http://lattes.cnpq.br/3416265080264249
HENRIQUE MIGUEL DE LIMA SILVA,CCHLA - DEPARTAMENTO DE LÍNGUA PORTUGUESA E LINGUÍSTICA,https://sigaa.ufpb.br/sigaa/public/docente/portal.jsf?siape=1420051,CCHLA,http://lattes.cnpq.br/6926543520029799
HERICA PAIVA PEREIRA,CCHLA - DEPARTAMENTO DE LÍNGUA PORTUGUESA E LINGUÍSTICA,https://sigaa.ufpb.br/sigaa/public/docente/portal.jsf?siape=1911533,CCHLA,http://lattes.cnpq.br/0140741349526284
ISAIAS MOREIRA FERREIRA,CCHLA - DEPARTAMENTO DE LÍNGUA PORTUGUESA E LINGUÍSTICA,https://sigaa.ufpb.br/sigaa/public/docente/portal.jsf?siape=337350,CCHLA,
JAN EDSON RODRIGUES LEITE,CCHLA - DEPARTAMENTO DE LÍNGUA PORTUGUESA E LINGUÍSTICA,https://sigaa.ufpb.br/sigaa/public/docente/portal.jsf?siape=2295131,CCHLA,http://lattes.cnpq.br/6349030710525621
JORGEVALDO DE SOUZA SILVA,CCHLA - DEPARTAMENTO DE LÍNGUA PORTUGUESA E LINGUÍSTICA,https://sigaa.ufpb.br/sigaa/public/docente/portal.jsf?siape=2379917,CCHLA,
JOSE FERRARI NETO,CCHLA - DEPARTAMENTO DE LÍNGUA PORTUGUESA E LINGUÍSTICA,https://sigaa.ufpb.br/sigaa/public/docente/portal.jsf?siape=1572304,CCHLA,https://lattes.cnpq.br/7211922429806274
JOSETE MARINHO DE LUCENA,CCHLA - DEPARTAMENTO DE LÍNGUA PORTUGUESA E LINGUÍSTICA,https://sigaa.ufpb.br/sigaa/public/docente/portal.jsf?siape=2423105,CCHLA,
JOSE WELLISTEN ABREU DE SOUZA,CCHLA - DEPARTAMENTO DE LÍNGUA PORTUGUESA E LINGUÍSTICA,https://sigaa.ufpb.br/sigaa/public/docente/portal.jsf?siape=3784360,CCHLA,
JULIENE LOPES RIBEIRO PEDROSA,CCHLA - DEPARTAMENTO DE LÍNGUA PORTUGUESA E LINGUÍSTICA,https://sigaa.ufpb.br/sigaa/public/docente/portal.jsf?siape=1778079,CCHLA,
LEONARDO GUEIROS DA SILVA,CCHLA - DEPARTAMENTO DE LÍNGUA PORTUGUESA E LINGUÍSTICA,https://sigaa.ufpb.br/sigaa/public/docente/portal.jsf?siape=1322264,CCHLA,
LETÍCIA MORAES LIMA,CCHLA - DEPARTAMENTO DE LÍNGUA PORTUGUESA E LINGUÍSTICA,https://sigaa.ufpb.br/sigaa/public/docente/portal.jsf?siape=1060540,CCHLA,
MAGDIEL MEDEIROS ARAGAO NETO,CCHLA - DEPARTAMENTO DE LÍNGUA PORTUGUESA E LINGUÍSTICA,https://sigaa.ufpb.br/sigaa/public/docente/portal.jsf?siape=1571593,CCHLA,
MARCIO MARTINS LEITAO,CCHLA - DEPARTAMENTO DE LÍNGUA PORTUGUESA E LINGUÍSTICA,https://sigaa.ufpb.br/sigaa/public/docente/portal.jsf?siape=1532485,CCHLA,http://buscatextual.cnpq.br/buscatextual/visualizacv.do?id=K4701641Z6
MARGARETE VON MUHLEN POLL,CCHLA - DEPARTAMENTO DE LÍNGUA PORTUGUESA E LINGUÍSTICA,https://sigaa.ufpb.br/sigaa/public/docente/portal.jsf?siape=1786143,CCHLA,
MARIA DE FATIMA ALMEIDA,CCHLA - DEPARTAMENTO DE LÍNGUA PORTUGUESA E LINGUÍSTICA,https://sigaa.ufpb.br/sigaa/public/docente/portal.jsf?siape=1149362,CCHLA,
MARIA DE FATIMA BENICIO DE MELO,CCHLA - DEPARTAMENTO DE LÍNGUA PORTUGUESA E LINGUÍSTICA,https://sigaa.ufpb.br/sigaa/public/docente/portal.jsf?siape=1451974,CCHLA,
MARIA LEONOR MAIA DOS SANTOS,CCHLA - DEPARTAMENTO DE LÍNGUA PORTUGUESA E LINGUÍSTICA,https://sigaa.ufpb.br/sigaa/public/docente/portal.jsf?siape=338165,CCHLA,http://lattes.cnpq.br/4086047267289883
MARIANA LINS ESCARPINETE,CCHLA - DEPARTAMENTO DE LÍNGUA PORTUGUESA E LINGUÍSTICA,https://sigaa.ufpb.br/sigaa/public/docente/portal.jsf?siape=3145057,CCHLA,
MARIANNE CARVALHO BEZERRA CAVALCANTE,CCHLA - DEPARTAMENTO DE LÍNGUA PORTUGUESA E LINGUÍSTICA,https://sigaa.ufpb.br/sigaa/public/docente/portal.jsf?siape=1227208,CCHLA,
MARIA REGINA BARACUHY LEITE,CCHLA - DEPARTAMENTO DE LÍNGUA PORTUGUESA E LINGUÍSTICA,https://sigaa.ufpb.br/sigaa/public/docente/portal.jsf?siape=338147,CCHLA,http://lattes.cnpq.br/2073425150477784
MONICA MANO TRINDADE FERRAZ,CCHLA - DEPARTAMENTO DE LÍNGUA PORTUGUESA E LINGUÍSTICA,https://sigaa.ufpb.br/sigaa/public/docente/portal.jsf?siape=1344825,CCHLA,http://buscatextual.cnpq.br/buscatextual/visualizacv.do?id=K4703134E6
MONICA NOBREGA,CCHLA - DEPARTAMENTO DE LÍNGUA PORTUGUESA E LINGUÍSTICA,https://sigaa.ufpb.br/sigaa/public/docente/portal.jsf?siape=338188,CCHLA,
ORIANA DE NADAI FULANETI,CCHLA - DEPARTAMENTO DE LÍNGUA PORTUGUESA E LINGUÍSTICA,https://sigaa.ufpb.br/sigaa/public/docente/portal.jsf?siape=1956674,CCHLA,
PEDRO FARIAS FRANCELINO,CCHLA - DEPARTAMENTO DE LÍNGUA PORTUGUESA E LINGUÍSTICA,https://sigaa.ufpb.br/sigaa/public/docente/portal.jsf?siape=2356333,CCHLA,http://lattes.cnpq.br/6663064491335541
RAQUEL BASILIO DA CUNHA DIAS DE MELO,CCHLA - DEPARTAMENTO DE LÍNGUA PORTUGUESA E LINGUÍSTICA,https://sigaa.ufpb.br/sigaa/public/docente/portal.jsf?siape=1972503,CCHLA,
REGINA CELI MENDES PEREIRA DA SILVA,CCHLA - DEPARTAMENTO DE LÍNGUA PORTUGUESA E LINGUÍSTICA,https://sigaa.ufpb.br/sigaa/public/docente/portal.jsf?siape=1285220,CCHLA,http://lattes.cnpq.br/5160922992921094
ROSANA COSTA DE OLIVEIRA,CCHLA - DEPARTAMENTO DE LÍNGUA PORTUGUESA E LINGUÍSTICA,https://sigaa.ufpb.br/sigaa/public/docente/portal.jsf?siape=1681711,CCHLA,
SOCORRO CLAUDIA TAVARES DE SOUSA,CCHLA - DEPARTAMENTO DE LÍNGUA PORTUGUESA E LINGUÍSTICA,https://sigaa.ufpb.br/sigaa/public/docente/portal.jsf?siape=2733966,CCHLA,
TIAGO DE AGUIAR RODRIGUES,CCHLA - DEPARTAMENTO DE LÍNGUA PORTUGUESA E LINGUÍSTICA,https://sigaa.ufpb.br/sigaa/public/docente/portal.jsf?siape=1701396,CCHLA,
VANIA MARIA DE VASCONCELOS,CCHLA - DEPARTAMENTO DE LÍNGUA PORTUGUESA E LINGUÍSTICA,https://sigaa.ufpb.br/sigaa/public/docente/portal.jsf?siape=1144944,CCHLA,http://lattes.cnpq.br/2606948755748360
MARCOS TULIO FERNANDES,CCHLA - DEPARTAMENTO DE LÍNGUA PORTUGUESA E LINGUÍSTICA,https://sigaa.ufpb.br/sigaa/public/docente/portal.jsf?siape=3397697,CCHLA,
DERMEVAL DA HORA OLIVEIRA,CCHLA - DEPARTAMENTO DE LÍNGUA PORTUGUESA E LINGUÍSTICA,https://sigaa.ufpb.br/sigaa/public/docente/portal.jsf?siape=6338358,CCHLA,
CAROLINA SILVA RESENDE DA NOBREGA,CCHLA - DEPARTAMENTO DE LÍNGUAS DE SINAIS,https://sigaa.ufpb.br/sigaa/public/docente/portal.jsf?siape=1691959,CCHLA,http://buscatextual.cnpq.br/buscatextual/visualizacv.do?id=K4297773A4
EDNEIA DE OLIVEIRA ALVES,CCHLA - DEPARTAMENTO DE LÍNGUAS DE SINAIS,https://sigaa.ufpb.br/sigaa/public/docente/portal.jsf?siape=1699051,CCHLA,
EVERTON DE LIMA SILVA,CCHLA - DEPARTAMENTO DE LÍNGUAS DE SINAIS,https://sigaa.ufpb.br/sigaa/public/docente/portal.jsf?siape=1050503,CCHLA,
JANAINA AGUIAR PEIXOTO,CCHLA - DEPARTAMENTO DE LÍNGUAS DE SINAIS,https://sigaa.ufpb.br/sigaa/public/docente/portal.jsf?siape=1681243,CCHLA,
JOELMA REMIGIO DE ARAUJO,CCHLA - DEPARTAMENTO DE LÍNGUAS DE SINAIS,https://sigaa.ufpb.br/sigaa/public/docente/portal.jsf?siape=1770212,CCHLA,
LIGIO JOSIAS GOMES DE SOUSA,CCHLA - DEPARTAMENTO DE LÍNGUAS DE SINAIS,https://sigaa.ufpb.br/sigaa/public/docente/portal.jsf?siape=1045749,CCHLA,
LUCIANA WALESKA DE SOUZA MOURA,CCHLA - DEPARTAMENTO DE LÍNGUAS DE SINAIS,https://sigaa.ufpb.br/sigaa/public/docente/portal.jsf?siape=1425219,CCHLA,
MARIE GORETT DANTAS DE ASSIS E MEDEIROS BATISTA,CCHLA - DEPARTAMENTO DE LÍNGUAS DE SINAIS,https://sigaa.ufpb.br/sigaa/public/docente/portal.jsf?siape=1858353,CCHLA,
MAYSA RAMOS VIEIRA,CCHLA - DEPARTAMENTO DE LÍNGUAS DE SINAIS,https://sigaa.ufpb.br/sigaa/public/docente/portal.jsf?siape=1076784,CCHLA,
NAYARA DE ALMEIDA ADRIANO,CCHLA - DEPARTAMENTO DE LÍNGUAS DE SINAIS,https://sigaa.ufpb.br/sigaa/public/docente/portal.jsf?siape=1889446,CCHLA,
ROSILENE SILVA MARINHO,CCHLA - DEPARTAMENTO DE LÍNGUAS DE SINAIS,https://sigaa.ufpb.br/sigaa/public/docente/portal.jsf?siape=1808115,CCHLA,
LUANNY BARBOSA DE LIMA,CCHLA - DEPARTAMENTO DE LÍNGUAS DE SINAIS,https://sigaa.ufpb.br/sigaa/public/docente/portal.jsf?siape=1083576,CCHLA,
MARIA APARECIDA MARQUES SARAIVA,CCHLA - DEPARTAMENTO DE LÍNGUAS DE SINAIS,https://sigaa.ufpb.br/sigaa/public/docente/portal.jsf?siape=3353389,CCHLA,
VIVIANE SILVA CABRAL,CCHLA - DEPARTAMENTO DE LÍNGUAS DE SINAIS,https://sigaa.ufpb.br/sigaa/public/docente/portal.jsf?siape=3385981,CCHLA,
ALYANNE DE FREITAS CHACON,CCHLA - DEPARTAMENTO DE MEDIAÇÕES INTERCULTURAIS,https://sigaa.ufpb.br/sigaa/public/docente/portal.jsf?siape=1723704,CCHLA,http://lattes.cnpq.br/4404672262124284
ANA CAROLINA VIEIRA BASTOS,CCHLA - DEPARTAMENTO DE MEDIAÇÕES INTERCULTURAIS,https://sigaa.ufpb.br/sigaa/public/docente/portal.jsf?siape=2655533,CCHLA,http://lattes.cnpq.br/4005257110828885
ANA CRISTINA BEZERRIL CARDOSO,CCHLA - DEPARTAMENTO DE MEDIAÇÕES INTERCULTURAIS,https://sigaa.ufpb.br/sigaa/public/docente/portal.jsf?siape=3333434,CCHLA,http://lattes.cnpq.br/3513324652657420
CAMILA NATHALIA DE OLIVEIRA BRAGA,CCHLA - DEPARTAMENTO DE MEDIAÇÕES INTERCULTURAIS,https://sigaa.ufpb.br/sigaa/public/docente/portal.jsf?siape=1663637,CCHLA,http://lattes.cnpq.br/7404110664472868
CHRISTIANE MARIA DE SENA DINIZ,CCHLA - DEPARTAMENTO DE MEDIAÇÕES INTERCULTURAIS,https://sigaa.ufpb.br/sigaa/public/docente/portal.jsf?siape=2043151,CCHLA,
CLAUDIA CAMINHA LOPES RODRIGUES,CCHLA - DEPARTAMENTO DE MEDIAÇÕES INTERCULTURAIS,https://sigaa.ufpb.br/sigaa/public/docente/portal.jsf?siape=3575424,CCHLA,
DANIEL ANTONIO DE SOUSA ALVES,CCHLA - DEPARTAMENTO DE MEDIAÇÕES INTERCULTURAIS,https://sigaa.ufpb.br/sigaa/public/docente/portal.jsf?siape=1775498,CCHLA,http://lattes.cnpq.br/5099347989756580
HELANO JADER CAVALCANTE RIBEIRO,CCHLA - DEPARTAMENTO DE MEDIAÇÕES INTERCULTURAIS,https://sigaa.ufpb.br/sigaa/public/docente/portal.jsf?siape=1080004,CCHLA,http://lattes.cnpq.br/1446597388661121
MARIA RENNALLY SOARES DA SILVA,CCHLA - DEPARTAMENTO DE MEDIAÇÕES INTERCULTURAIS,https://sigaa.ufpb.br/sigaa/public/docente/portal.jsf?siape=1060613,CCHLA,http://lattes.cnpq.br/5740645351907279
ROBERTO CARLOS DE ASSIS,CCHLA - DEPARTAMENTO DE MEDIAÇÕES INTERCULTURAIS,https://sigaa.ufpb.br/sigaa/public/docente/portal.jsf?siape=1194198,CCHLA,http://lattes.cnpq.br/8428162418503318
ROBERTO VILMAR SATUR,CCHLA - DEPARTAMENTO DE MEDIAÇÕES INTERCULTURAIS,https://sigaa.ufpb.br/sigaa/public/docente/portal.jsf?siape=2015058,CCHLA,
SILVIA RENATA RIBEIRO,CCHLA - DEPARTAMENTO DE MEDIAÇÕES INTERCULTURAIS,https://sigaa.ufpb.br/sigaa/public/docente/portal.jsf?siape=3575427,CCHLA,https://lattes.cnpq.br/4833595069314338
TANIA LIPARINI CAMPOS,CCHLA - DEPARTAMENTO DE MEDIAÇÕES INTERCULTURAIS,https://sigaa.ufpb.br/sigaa/public/docente/portal.jsf?siape=1860327,CCHLA,http://lattes.cnpq.br/4158651728670279
DOMINGOS SOARES DE SOUZA NETO,CCHLA - DEPARTAMENTO DE MEDIAÇÕES INTERCULTURAIS,https://sigaa.ufpb.br/sigaa/public/docente/portal.jsf?siape=3358483,CCHLA,
GILMARA VIVIANE CASTOR DE ANDRADE,CCHLA - DEPARTAMENTO DE MEDIAÇÕES INTERCULTURAIS,https://sigaa.ufpb.br/sigaa/public/docente/portal.jsf?siape=2636774,CCHLA,
LUIS PEDRO FERNANDEZ FERNANDEZ,CCHLA - DEPARTAMENTO DE MEDIAÇÕES INTERCULTURAIS,https://sigaa.ufpb.br/sigaa/public/docente/portal.jsf?siape=3363119,CCHLA,
